Language_ID,Macroarea_Code,Language_Name,Family_name_Code,level_code,Latitude,Longitude,GB030,GB028,GB131,GB042,GB133,GB031,GB092,GB132,GB090,GB065,GB130,GB089,GB091,GB093,GB094,GB044,GB107,GB043,GB084,GB083,GB074,GB080,GB070,GB025,GB082,GB058,GB071,GB052,GB072,GB137,GB021,GB138,GB022,GB051,GB023,GB038,GB024,GB020,GB054,GB035,GB036,GB053,GB057,GB079,GB197,GB196,GB075,GB081,GB039,GB171,GB170,GB037,GB165,GB086,GB166,GB172,GB193,GB108,GB073,GB129,GB111,GB192,GB299,GB198,GB098,GB155,GB103,GB096,GB318,GB095,GB139,GB298,GB059,GB136,GB117,GB319,GB316,GB320,GB317,GB104,GB186,GB114,GB115,GB149,GB321,GB185,GB068,GB121,GB099,GB147,GB313,GB116,GB312,GB309,GB184,GB120,GB158,GB109,GB110,GB119,GB177,GB105,GB433,GB113,GB431,GB069,GB430,GB432,GB315,GB324,GB148,GB314,GB156,GB126,GB151,GB334,GB027,GB262,GB286,GB408,GB026,GB409,GB263,GB264,GB260,GB326,GB134,GB041,GB333,GB410,GB415,GB327,GB285,GB160,GB291,GB152,GB159,GB305,GB521,GB336,GB335,GB520,GB124,GB048,GB047,GB257,GB297,GB122,GB302,GB519,GB135,GB167,GB328,GB118,GB140,GB049,GB203,GB306,GB522,GB303,GB150,GB250,GB400,GB046,GB187,GB323,GB329,GB322,GB254,GB330,GB331,GB146,GB256,GB252,GB253,GB304,GB325,GB188,GB275,GB127,GB276,GB300,GB265,GB123,GB266,GB273,GB270,GB403,GB301,GB402,GB204,GB422,GB421,GB296,GB401
guan1266,2,Khroskyabs,165,2,31.5655,101.928,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,2,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,3,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,,0,,0,,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,,1,0,1,1
guan1269,5,Kotiria,187,2,1.07554,-69.5705,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,,1,,0,,,0,0,,0,,,0,,1,,0,0,0,0,1,0,,0,1,0,0,0,0,,0,0,0,1,1,0,0,1,1,,0,0,0,0,0,,0,0,,0,0,0,,0,1,,,0,0,0,0,1,1,1,0,0,1,,,0,0,1,0,0,1,2,0,1,,1,1,0,0,1,1,0,1,,0,0,,,0,0,,0,1,,,,0,,1,,,,0,,0,,,,0,
guan1270,5,Kinikinao,8,0,-19.1667,-54.0333,0,0,1,0,0,0,1,0,1,2,2,0,0,1,0,0,0,0,1,0,1,1,0,,0,,0,0,0,0,0,1,0,0,0,,1,0,,0,0,,,1,0,0,,,0,0,0,0,0,1,0,0,1,1,0,,0,0,0,0,0,,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,,,1,1,0,0,,1,,1,0,0,0,,,0,0,,1,0,,1,0,1,,0,,,0,,,,,,0,0,0,,0,0,0,0,0,,,,0,0,,0,,0,,,0,0,,0,0,,,,1,0,0,,0,1,,,,0,,,0,1,,,,,,0,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,
guar1293,5,Baniva de Maroa,8,2,1.80835,-66.922505,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,,1,0,0,0,0,1,1,1,,,1,0,1,,,0,,0,,,,0,1,0,0,,,,0,1,0,1,,0,1,,1,0,0,,,,,0,,1,1,0,,,0,0,0,0,,,,,,0,1,0,0,0,1,0,,1,,0,,,,,0,,0,1,0,,0,,,,0,,,,,,1,1,,,,,,0,,0,0,,,,,,0,1,1,,,0,,,1,,,1,1,1,,,,,1,,,,,,,,,,,0,,,,,,,,0,,,,0,,,,,,,,,,,
guat1253,5,Guató,-1,2,-17.8696,-57.2897,0,1,1,0,0,0,1,0,1,2,2,1,1,1,1,0,1,0,,1,1,1,0,1,0,,0,0,0,0,0,1,,0,,0,1,,0,1,0,0,0,1,0,0,0,,0,0,0,0,0,1,0,,2,,,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,,,1,0,0,0,1,,,0,,0,1,,0,,,,,1,0,,0,1,1,0,0,0,0,,,0,,1,,0,,0,0,0,0,0,0,0,0,0,,,,1,0,1,0,,0,,,1,,0,,,0,,,1,0,,0,1,,,0,,,,1,0,1,,,,,,1,,,,,,,,,,,0,,1,0,,0,1,,,0,1,,,,,,0,0,,
gube1234,0,Gubeeher-Gufangor-Gubelor,11,2,12.56,-17.19,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,1,1,1,,0,1,0,0,2,1,0,0,0,1,0,1,,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,,1,,0,0,0,0,0,,1,,0,0,1,0,1,,1,,1,0,0,0,0,1,0,0,1,1,,0,0,0,0,,0,0,0,1,1,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,0,0,0,0,1,1,,,0,1,,0
gude1246,0,Gude,1,2,10.2138,13.403,1,1,1,0,0,0,0,1,0,2,3,0,0,0,0,1,1,0,0,0,1,1,0,,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,,0,0,,0,1,,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,,1,1,0,0,0,1,,0,0,0,0,,0,1,1,,0,,1,0,3,0,1,0,,0,0,,,,0,,1,1,0,,0,0,0,0,0,,0,,0,0,1,,0,0,0,0,,0,1,1,0,0,1
guer1241,3,Central Guerrero Nahuatl,195,2,17.8583,-99.0023,0,0,,1,,1,1,1,1,2,1,1,1,0,1,1,,0,1,1,1,1,0,1,0,0,0,0,,,0,,1,0,0,0,1,1,0,,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,,,,0,1,0,,0,1,1,1,0,0,0,1,,1,1,0,0,0,0,0,,,1,,0,0,,1,,0,1,,0,1,1,,1,1,0,,1,1,,0,1,1,,0,0,0,0,0,0,0,1,0,0,1,,,0,,0,,,,0,,0,0,1,1,,,1,,,1,0,,0,1,,0,1,1,,,0,0,1,,0,,,1,1,1,0,1,0,0,1,0,,1,0,,0,,,,,,,,0,1,,0,0,1,,0,,0,1,,,,0,,,,,
guer1243,3,Guerrero Amuzgo,145,2,16.77226,-98.18953,0,1,1,0,0,0,1,0,1,2,2,1,1,0,0,1,1,0,1,1,1,1,0,2,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,2,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,,,0,1,0,1,1,0,,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,,,0,0,,0,0,1,,0,1,0,,1,1,1,0,0,1,0,,0,0,0,1,1,0,1,0,,,,0,0,0,1,,0,0,0,1,0,1,0,1,1,0,1,,,,0
gugu1253,1,Gugu Badhun,148,2,-18.4921,144.46,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,,1,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,2,0,1,0,1,0,1,0,1,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,,,0,0,1,0,1,0,1,0,0,0,0,,0,0,0,0,1,0,,0,,1,0,0,,0,0,0,,,1,0,,0,0,,,,0,,,,0,0,0,1,,0,,,,,,1,,,,,,,0,0,,,,,0,,0,,,,0,0,0,,,,0,
gugu1255,1,Guugu Yimidhirr,148,2,-14.9424,144.831,0,1,0,0,1,,0,0,,2,1,,0,0,0,,1,,,,0,,,2,,0,,0,,,0,,,,,,2,,0,0,,,0,,,,,,,0,0,,,,,0,2,,,,,0,1,,,1,0,,0,,0,0,,1,,,,,,0,,,,,,,0,0,,0,,,,0,,0,,0,0,0,,,0,,0,,0,1,,,,,,,0,0,1,0,0,,,1,0,0,0,,,,0,,0,,,,,1,1,0,,,,,0,1,0,1,,1,,,,,,0,,0,,,,,0,,,,,0,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,
guhu1244,4,Guhu-Samane,141,2,-7.99922,147.228,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,2,1,0,1,0,1,1,,0,0,0,0,0,2,,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,0,1,0,0,0,0,0,0,0,0,,0,1,0,,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,,0,0,0,1,0,1,0,1,1,0,,,,1,0,0,0,1,1,0,,1,,,2,,,0,1,0,0,0,,0,,0,1,,,0,,,,0,,,1,,0,0,0,,0,0,1,0,,0,,0,0,,1
guiq1238,2,Guiqiong,165,2,30.4803,102.128,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,,,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,2,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,,0,0,3,1,1,0,0,0,1,0,,1,0,1,0,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,0,0,,1,0,0,,0,1,0,1,0,,0,1,0,0,0,0,,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,,0,0,0,0,1,,1,1,0,0,1,2,0,1,0,1,0,0,,1,1,0,1,0,0,0,1,0,0,1,,0,0,0,0,0,0,0,1,1,0,0,0,,0,,0,1,,1
gulf1241,2,Gulf Arabic,1,2,30.17,47.5,1,0,1,0,0,0,1,1,1,2,3,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,3,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,,0,0,0,0,1,0,1,,1,0,0,,0,1,,,,0,,,1,0,0,,0,0,0,0,1,,,,0,,,,,1,1,0,1,,,1,,,,0,0,0,,0,0,,0,1,1,,,0,,,1,0,0,,0,1,1,0,,,0,0,,0,1,0,0,0,0,0,0,,0,1,0,,0,,0,0,0,0,0,0,1,1,0,,,,0,,,,
guma1254,4,Gumawana,13,2,-9.28497,150.762,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,2,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,,1,0,0,0,0,0,0,0,0,1,1,0,,1,0,1,0,1,0,0,1,0,0,,,1,0,1,,1,0,1,0,1,0,0,0,0,,0,1,0,0,0,0,0,0,1,,0,1,0,0,1,0,1,0,0,0,0,0,,,1,,,,0,,,1,,1,,,0,0,,0
gumu1244,0,Northern Gumuz,62,2,11.05,35.93,1,1,0,0,1,0,1,1,1,1,3,0,0,0,0,1,1,0,1,0,1,1,1,2,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,,0,1,0,0,3,1,0,0,0,0,0,0,0,,1,0,0,1,,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,,0,0,1,1,1,1,0,,0,0,0,,0,0,,1,,1,,,0,0,0,0,,1,0,,0,0,0,,0,,0,0,0,0,0,1,1,,,1,0,,0,0,0,0,,0,,,0,1,1,1,0,0,0,,1,0,1,0,1,1,3,0,,0,,1,,,0,0,1,0,1,,0,,0,0,0,0,,0,0,0,0,0,1,0,0,1,0,,,,0,,,,
gung1248,1,Gungabula,148,2,-25.6896,148.604,0,,0,,1,,0,0,,1,1,,0,0,0,,,,,,0,,,2,,,,0,,,,,,,,,2,,,0,,,,,,,,,,,0,,,,,,2,,,,,,1,,,1,,,0,,,0,,1,,,,,,,,1,1,,,,1,,,,,,,0,,,,0,0,,,,0,,0,,0,0,,,,,,,,0,,0,0,,,,0,0,0,0,,,0,,0,,,,,,,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gunw1252,1,Bininj Kun-Wok,63,2,-12.3398,133.358,1,1,1,0,1,1,1,1,1,3,3,0,0,0,1,0,0,0,0,1,1,1,0,3,1,0,0,0,0,0,0,1,0,1,0,0,3,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,,0,0,3,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,,0,0,0,0,1,1,1,0,0,0,,1,0,0,1,1,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0
guny1241,1,Gunya,148,2,-27.0642,145.862,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,,1,0,1,1,3,1,0,1,0,1,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,,0,0,0,0,1,,0,,0,0,0,0,0,,1,0,0,0,0,0,0,1,0,0,0,,,,0,,0,,0,,,,0,,0,,0,0,,1
gura1251,2,Gurani,76,2,36.8377,44.4956,0,0,0,0,1,0,0,0,0,2,1,1,1,1,0,1,1,0,0,1,1,1,0,3,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,1,0,0,0,0,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,0,0,,0,0,1,,0,0,0,0,1,0,0,,,,,0,,,0,0,,0,,1,0,0,,,,,0,,,,,0,,0,1,,,1,,0,,,0,1,,0,0,,0,,,,,,,,0,0,0,,0,,2,,,,,0,,,,,0,,1,0,0,,0,0,0,,,,,,,1,,1,,,,,,,,,,,
gure1255,1,Gureng Gureng,148,2,-25.3893,151.175,0,0,,0,1,0,0,1,0,1,,0,0,0,0,1,0,0,,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,,1,,1,0,1,0,1,1,,0,0,0,0,0,1,0,1,0,0,0,0,,0,1,1,0,0,0,,0,,,0,0,1,0,,0,,,,0,0,,0,1,0,,0,1,0,0,,0,0,0,,0,,,0,1,0,1,,,0,0,1,,0,1,0,,0,,0,,,0,0,0,0,0,0,,,1,0,,,1,,,,1,1,,,0,1,0,,,,,,,,,0,,,0,1,0,0,,0,,,,,0,,,,,1,0,,0,,,,0,1
guri1248,4,Guriaso,-1,2,-3.5718,141.597,,1,0,,1,,1,0,1,1,1,,,,,,,,,,,,0,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,,0,,0,1,,,,,,,,0,,,,0,,0,,,,,,,0,1,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guro1248,0,Guro,115,2,7.34954,-6.31154,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,,0,0,2,0,0,1,0,0,1,,,0,0,1,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,0,,0,1,0,,0,0,0,,0,,0,1,,1,1,1,,,,,0,0,0,0,0,,0,0,1,0,0,,,,,0,1,0,0,0,1,0,0,,0,,0,,,,,0,,0,0,0,,1,0,0,,0,,1,0,0,,1,0,,,,,0,1,,,0,,,,,,,1,0,0,,0,,,0,1,,0,1,0,2,,,,0,0,,1,1,,,,1,,,1,0,1,0,,,0,0,,0,,1,1,0,0,0,,,,0,,,,
guru1261,2,Gurung,165,2,27.41687,86.28988,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,,0,1,0,0,0,0,1,0,1,0,,0,0,0,0,0,,,1,0,1,,1,1,1,1,0,0,,1,,1,,,0,0,0,0,1,0,0,0,,0,1,0,1,0,,0,0,0,0,0,,0,,0,1,0,,0,,,,,0,0
guru1271,0,Guruntum-Mbaaru,1,2,9.87332,10.162,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0,0,1,1,0,0,0,1,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,3,0,0,0,1,0,1,0,0,,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,1,,1,1,1,0,,1,1,1,0,0,,1,,2,0,0,,,1,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,0,,0,1,0,0,,0,0,0,0,0,0
gusi1247,0,Gusii,11,2,-0.78872,34.76751,1,0,0,1,0,0,1,1,1,2,1,0,0,0,1,1,1,0,,1,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,2,1,0,0,0,0,0,,0,1,1,0,0,0,1,0,0,,1,0,0,0,0,1,0,1,1,0,1,1,,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,,,0,0,0,,,,0,1,0,1,1,0,1,,1,,,0,0,0,0,0,0,0,1,1,,,0,0,0,1,0,,,,,2,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,1,0,0,0,0,0,0,,0,,1,0,0
guwi1238,1,Guwidj,201,0,-15.1,126.5,,,0,,0,0,1,1,1,,1,0,0,0,1,0,0,1,1,1,0,1,,,,0,,0,,0,0,1,0,1,0,0,2,0,1,1,0,1,0,1,,,,0,,1,1,,0,1,,0,,1,,0,,,1,1,0,,0,0,,0,1,,1,0,,,,,,0,0,1,1,,,,,0,,1,1,,1,0,,0,1,,,0,0,,,,,,,,,0,,,,0,,0,,1,0,,0,,1,1,0,1,,,0,,,1,0,,0,,1,,,0,0,,,,,1,0,1,,,,0,0,,,,,,,,,,,,,,0,,,0,,,,,,1,0,,,,,,,1,,,,,,,,,,,
gwen1239,0,Gweno,11,2,-3.68407,37.6827,,,0,1,0,,1,1,1,2,1,0,0,0,1,1,1,0,1,1,,1,0,2,1,0,,0,1,,0,0,0,0,0,0,2,0,0,1,0,1,0,1,,,,0,1,1,1,0,0,1,0,0,2,0,,0,0,0,1,1,0,1,1,0,0,0,1,0,0,,1,0,0,0,0,,0,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,,0,0,,0,,0,1,0,0,1,0,1,0,0,,0,1,,,,0,0,0,,0,0,0,0,,1,0,,1,,1,0,,,,,0,0,,,0,,1,,,0,,0,,1,,,1,1,,,0,1,0,1,1,0,,1,,,,0,,,,0,0,0,1,,,,,,0,,,,,,0,,0,1,,,,
gyel1242,0,Gyele,11,2,2.47457,10.2493,0,0,0,1,0,0,1,1,1,2,1,0,0,0,0,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,2,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,,0,0,,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,2,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,1,,0,,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
haaa1252,0,Ha,11,2,-3.77873,30.4894,0,0,0,1,0,0,1,1,1,2,1,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,,,1,0,1,0,0,0,0,1,1,1,,0,1,0,0,2,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,,0,0,0,0,0,,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,1,0,0,1,1,0,0,0,0,0,1,,0,0,0,0,0,0,1,0,1,,0
hadi1240,0,Hadiyya,1,2,7.57377,37.7577,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,,0,0,0,1,0,1,1,1,0,0,0,0,,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,,0,1,3,0,1,0,1,0,0,1,1,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,
hadz1240,0,Hadza,-1,2,-3.83115,35.0458,1,1,1,0,1,0,0,1,0,3,3,1,1,1,0,1,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,,0,0,1,0,0,0,0,0,0,,,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,,0,0
haio1238,0,Hai//om-Akhoe,94,2,-19.7637,17.0299,1,1,,,,,,,,1,,1,,,,,,,1,,,,,1,,1,,,,,,,,1,1,,1,,,,0,,,,0,,,,,1,1,,,,,,,,,,1,,,0,,,1,1,,1,1,,1,,,,,,,,,1,,0,,,0,,,0,,,,,,0,,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1,,,,,,,,,,1,,0,,,,,,,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,
hait1244,3,Haitian,76,2,18.795135,-72.136115,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,,0,0,0,1,0,0,0,0,1,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,1,0,,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,,1,1,,,0,1,0,0,0,1,1,0,0,1,1,,1,0,0,0,0,1,0,0,1,0,0,0,,0,0,0,,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,
haka1240,2,Haka Chin,165,2,22.8735,92.8208,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,1,1,0,,0,1,1,0,0,0,0,1,0,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,2,1,,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,,0,0,0,0,1,0,0,1,0,,0,0,1,0,0,1,0,0,0,,1,0,,,0,0,0,1,0,1,1,1,0,,,0,0,0,1,0,0,,0,,1,0,1,0,,0,,1,1,0,0,,0,,1,1,1,0,,0,0,0,,,,0,,1,1,0,0,,0,0,0,1,0,,0,,,1,0,1,0
